..\DataSets\DelayGraph_351.graphml,141,143,284,0.0,19,0
..\DataSets\DelayGraph_352.graphml,141,143,284,0.0,19,0
..\DataSets\DelayGraph_355.graphml,41,44,85,0.0,8,1
..\DataSets\DelayGraph_356.graphml,41,44,85,0.0,8,1
..\DataSets\DelayGraph_357.graphml,23,22,45,0.0,2,0
..\DataSets\DelayGraph_358.graphml,23,22,45,0.0,2,0
..\DataSets\DelayGraph_359.graphml,155,174,329,0.0,39,11
..\DataSets\DelayGraph_360.graphml,155,174,329,0.0,39,11
..\DataSets\DelayGraph_361.graphml,1340,1723,3063,0.0,146,371
..\DataSets\DelayGraph_362.graphml,1340,1723,3063,0.0,146,371
..\DataSets\DelayGraph_363.graphml,88,94,182,0.0,24,1
..\DataSets\DelayGraph_364.graphml,88,94,182,0.0,24,1
..\DataSets\DelayGraph_365.graphml,98,101,199,0.0,11,0
..\DataSets\DelayGraph_366.graphml,98,101,199,0.0,11,0
..\DataSets\DelayGraph_367.graphml,8,7,15,0.0,2,0
..\DataSets\DelayGraph_368.graphml,88,94,182,0.0,24,1
..\DataSets\DelayGraph_370.graphml,145,154,299,0.0,7,5
..\DataSets\DelayGraph_371.graphml,145,154,299,0.0,7,5
..\DataSets\DelayGraph_372.graphml,46,44,90,0.0,6,2
..\DataSets\DelayGraph_374.graphml,62,63,125,0.015599966049194336,13,2
..\DataSets\DelayGraph_375.graphml,67,70,137,0.0,24,1
..\DataSets\DelayGraph_376.graphml,43,53,96,0.0,24,0
..\DataSets\DelayGraph_377.graphml,74,94,168,0.0,62,0
..\DataSets\DelayGraph_378.graphml,74,94,168,0.0,62,0
..\DataSets\DelayGraph_379.graphml,86,87,173,0.0,12,4
..\DataSets\DelayGraph_380.graphml,86,87,173,0.0,12,4
..\DataSets\DelayGraph_381.graphml,86,87,173,0.0,12,4
..\DataSets\DelayGraph_382.graphml,126,135,261,0.0,32,8
..\DataSets\DelayGraph_383.graphml,126,135,261,0.0,32,8
..\DataSets\DelayGraph_384.graphml,90,90,180,0.0,18,3
..\DataSets\DelayGraph_385.graphml,198,222,420,0.0,60,0
..\DataSets\DelayGraph_386.graphml,198,222,420,0.0,60,0
..\DataSets\DelayGraph_387.graphml,87,87,174,0.0,21,4
..\DataSets\DelayGraph_388.graphml,204,223,427,0.0,333,0
..\DataSets\DelayGraph_389.graphml,204,223,427,0.0010001659393310547,333,0
..\DataSets\DelayGraph_390.graphml,193,204,397,0.0,5,9
..\DataSets\DelayGraph_391.graphml,238,250,488,0.0,4,8
..\DataSets\DelayGraph_392.graphml,330,360,690,0.0,23,4
..\DataSets\DelayGraph_393.graphml,392,416,808,0.0,25,11
..\DataSets\DelayGraph_394.graphml,347,370,717,0.0,26,12
..\DataSets\DelayGraph_395.graphml,285,314,599,0.0,24,5
..\DataSets\DelayGraph_397.graphml,63,71,134,0.0,11,6
..\DataSets\DelayGraph_403.graphml,116,135,251,0.0,57,12
..\DataSets\DelayGraph_405.graphml,238,250,488,0.0,4,8
..\DataSets\DelayGraph_410.graphml,31,32,63,0.0,5,0
..\DataSets\DelayGraph_413.graphml,84,83,167,0.0,3,0
..\DataSets\DelayGraph_414.graphml,84,83,167,0.0,3,0
..\DataSets\DelayGraph_415.graphml,185,185,370,0.0,14,0
..\DataSets\DelayGraph_416.graphml,185,185,370,0.0,14,0
..\DataSets\DelayGraph_417.graphml,192,201,393,0.0,40,6
..\DataSets\DelayGraph_418.graphml,563,587,1150,0.0,137,12
..\DataSets\DelayGraph_419.graphml,120,137,257,0.0,50,2
..\DataSets\DelayGraph_420.graphml,120,137,257,0.0,50,2
..\DataSets\DelayGraph_421.graphml,211,225,436,0.0,64,8
..\DataSets\DelayGraph_422.graphml,215,280,495,0.0,190,0
..\DataSets\DelayGraph_423.graphml,215,280,495,0.0,190,0
..\DataSets\DelayGraph_424.graphml,311,329,640,0.0,80,25
