Path,# vertices,# edges,# paths,# path constr,# unique path constr,path time,# cycles,# cycles constr,# unique cycle constr,cycle time,gurobi time,duration time
..\DataSets\DelayGraph_626.graphml,63,71,80,0,0,6.999969482421875,6,6,6,5.000114440917969,9.999990463256836,22.00007438659668,
..\DataSets\DelayGraph_627.graphml,116,135,461,0,0,30.99989891052246,12,12,12,13.99993896484375,36.00001335144043,80.99985122680664,
..\DataSets\DelayGraph_629.graphml,447,463,196,4,2,6.999969482421875,16,16,16,32.000064849853516,16.99995994567871,55.9999942779541,
..\DataSets\DelayGraph_630.graphml,39,34,7,0,0,0.0,0,0,0,1.9998550415039062,0.0,1.9998550415039062,
..\DataSets\DelayGraph_631.graphml,244,248,71,0,0,3.999948501586914,7,4,4,26.999950408935547,5.000114440917969,36.00001335144043,
..\DataSets\DelayGraph_632.graphml,71,77,31,16,8,1.0001659393310547,8,18,8,4.999876022338867,7.999897003173828,13.99993896484375,
..\DataSets\DelayGraph_633.graphml,8,7,2,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_634.graphml,8,7,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_635.graphml,122,144,96,4,4,3.000020980834961,4,4,4,9.999990463256836,15.000104904174805,28.0001163482666,
..\DataSets\DelayGraph_636.graphml,49,53,13,28,14,0.9999275207519531,0,0,0,2.000093460083008,3.999948501586914,6.999969482421875,
..\DataSets\DelayGraph_637.graphml,49,53,13,28,14,0.0,0,0,0,2.000093460083008,4.999876022338867,6.999969482421875,
..\DataSets\DelayGraph_638.graphml,22,20,4,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_639.graphml,22,20,4,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_640.graphml,132,143,152,43,20,6.999969482421875,6,11,11,14.000177383422852,12.000083923339844,33.00023078918457,
..\DataSets\DelayGraph_643.graphml,64,69,23,0,0,0.0,2,0,0,1.9998550415039062,0.0,1.9998550415039062,
..\DataSets\DelayGraph_644.graphml,32,35,14,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_645.graphml,32,35,14,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_646.graphml,42,53,29,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_647.graphml,42,53,29,0,0,1.0001659393310547,0,0,0,1.9998550415039062,0.0,3.000020980834961,
..\DataSets\DelayGraph_648.graphml,155,162,44,21,14,2.000093460083008,7,9,4,13.000011444091797,6.999969482421875,22.00007438659668,
..\DataSets\DelayGraph_649.graphml,155,162,44,21,14,1.9998550415039062,7,9,4,13.000011444091797,7.999897003173828,22.99976348876953,
..\DataSets\DelayGraph_650.graphml,133,139,37,20,13,0.9999275207519531,6,8,3,9.999990463256836,6.000041961669922,16.99995994567871,
..\DataSets\DelayGraph_651.graphml,133,139,37,20,13,0.9999275207519531,6,8,3,8.00013542175293,6.000041961669922,15.000104904174805,
..\DataSets\DelayGraph_652.graphml,144,143,85,14,14,1.0001659393310547,0,0,0,26.000022888183594,3.999948501586914,31.000137329101562,
..\DataSets\DelayGraph_653.graphml,61,69,80,0,0,5.000114440917969,6,6,6,4.999876022338867,8.999824523925781,18.999814987182617,
..\DataSets\DelayGraph_655.graphml,61,69,80,0,0,4.000186920166016,6,6,6,3.999948501586914,10.999917984008789,19.00005340576172,
..\DataSets\DelayGraph_656.graphml,144,143,85,14,14,1.0001659393310547,0,0,0,25.999784469604492,3.999948501586914,30.99989891052246,
..\DataSets\DelayGraph_657.graphml,170,186,152,61,26,4.999876022338867,8,4,4,21.000146865844727,8.999824523925781,34.999847412109375,
..\DataSets\DelayGraph_661.graphml,126,148,94,0,0,5.000114440917969,11,7,7,14.999866485595703,7.999897003173828,27.9998779296875,
..\DataSets\DelayGraph_665.graphml,61,69,80,0,0,3.000020980834961,6,6,6,4.999876022338867,11.999845504760742,19.99974250793457,
..\DataSets\DelayGraph_668.graphml,420,470,568,1793,472,32.99999237060547,14,15,9,91.00008010864258,155.99989891052246,279.9999713897705,
..\DataSets\DelayGraph_671.graphml,74,71,44,0,0,0.0,0,0,0,3.000020980834961,0.0,3.000020980834961,
..\DataSets\DelayGraph_672.graphml,74,71,44,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_673.graphml,650,653,549,7,7,5.000114440917969,5,15,1,394.9999809265137,15.000104904174805,415.00020027160645,
..\DataSets\DelayGraph_674.graphml,7887,7931,6728,169,169,65.99998474121094,0,0,0,96113.00015449524,1525.9997844696045,97704.99992370605,
..\DataSets\DelayGraph_675.graphml,2289,2298,1929,48,48,18.999814987182617,4,77,0,6613.000154495239,148.00000190734863,6779.9999713897705,
..\DataSets\DelayGraph_676.graphml,4311,4333,3634,92,92,30.99989891052246,7,134,0,22394.999980926514,472.0001220703125,22898.00000190735,
..\DataSets\DelayGraph_678.graphml,7887,7931,6728,169,169,56.999921798706055,0,0,0,96529.00004386902,1541.9998168945312,98127.99978256226,
..\DataSets\DelayGraph_679.graphml,30,24,6,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_680.graphml,30,24,6,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_681.graphml,328,347,222,16,12,6.999969482421875,50,3,3,26.000022888183594,13.99993896484375,46.99993133544922,
..\DataSets\DelayGraph_685.graphml,44,44,16,0,0,0.9999275207519531,2,2,2,2.000093460083008,3.000020980834961,6.000041961669922,
..\DataSets\DelayGraph_686.graphml,6,5,1,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_687.graphml,26,30,15,0,0,0.9999275207519531,2,2,2,1.0001659393310547,3.999948501586914,6.000041961669922,
..\DataSets\DelayGraph_688.graphml,26,30,15,0,0,0.9999275207519531,2,2,2,2.000093460083008,3.999948501586914,6.999969482421875,
..\DataSets\DelayGraph_689.graphml,13,10,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_690.graphml,13,10,2,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_691.graphml,13,10,2,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_692.graphml,168,172,53,6,3,2.000093460083008,6,0,0,8.999824523925781,4.999876022338867,15.999794006347656,
..\DataSets\DelayGraph_693.graphml,355,400,95,0,0,6.000041961669922,0,0,0,14.999866485595703,0.0,20.999908447265625,
..\DataSets\DelayGraph_694.graphml,355,400,95,0,0,4.999876022338867,0,0,0,15.000104904174805,0.0,19.999980926513672,
..\DataSets\DelayGraph_695.graphml,56,57,15,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_696.graphml,56,57,15,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_697.graphml,56,57,15,0,0,1.0001659393310547,0,0,0,1.9998550415039062,0.0,3.000020980834961,
..\DataSets\DelayGraph_698.graphml,193,249,2668,1886,307,150.00009536743164,39,40,22,23.999929428100586,74.00012016296387,248.0001449584961,
..\DataSets\DelayGraph_699.graphml,193,249,2668,1886,307,145.99990844726562,39,40,22,23.000001907348633,69.99993324279785,238.9998435974121,
..\DataSets\DelayGraph_700.graphml,131,131,23,0,0,1.0001659393310547,0,0,0,4.999876022338867,0.0,6.000041961669922,
..\DataSets\DelayGraph_701.graphml,18,17,3,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_702.graphml,53,57,12,0,0,0.0,0,0,0,1.9998550415039062,0.0,1.9998550415039062,
..\DataSets\DelayGraph_703.graphml,53,57,12,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_704.graphml,49,52,45,32,10,1.9998550415039062,2,2,2,3.000020980834961,3.999948501586914,8.999824523925781,
..\DataSets\DelayGraph_705.graphml,525,721,1025,0,0,49.00002479553223,0,0,0,57.99984931945801,0.0,106.99987411499023,
..\DataSets\DelayGraph_706.graphml,525,721,1025,0,0,46.000003814697266,0,0,0,60.00018119812012,0.0,106.00018501281738,
..\DataSets\DelayGraph_707.graphml,137,139,28,1,1,0.9999275207519531,0,0,0,9.000062942504883,3.999948501586914,13.99993896484375,
..\DataSets\DelayGraph_713.graphml,8,6,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_714.graphml,8,6,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_715.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_716.graphml,4179,4178,4023,0,0,32.99999237060547,0,0,0,22688.999891281128,0.0,22721.999883651733,
..\DataSets\DelayGraph_717.graphml,44,23,21,0,0,0.9999275207519531,0,0,0,0.9999275207519531,0.0,1.9998550415039062,
..\DataSets\DelayGraph_718.graphml,12,8,4,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_719.graphml,12,8,4,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_720.graphml,44,23,21,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_721.graphml,12,8,4,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_722.graphml,12,8,4,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_723.graphml,44,23,21,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_724.graphml,12,8,4,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_725.graphml,8,6,2,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_726.graphml,44,23,21,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_727.graphml,12,8,4,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_728.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_729.graphml,3,2,1,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_730.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_731.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_732.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_733.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_734.graphml,3,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_735.graphml,80,81,12,0,0,0.9999275207519531,0,0,0,3.999948501586914,0.0,4.999876022338867,
..\DataSets\DelayGraph_736.graphml,154,158,70,0,0,3.999948501586914,2,2,2,9.000062942504883,6.000041961669922,19.00005340576172,
..\DataSets\DelayGraph_737.graphml,9,8,3,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_738.graphml,428,588,275,0,0,18.000125885009766,1,0,0,32.99999237060547,0.0,51.000118255615234,
..\DataSets\DelayGraph_739.graphml,428,588,275,0,0,21.000146865844727,1,0,0,30.99989891052246,0.0,52.00004577636719,
..\DataSets\DelayGraph_740.graphml,359,483,345,0,0,15.000104904174805,0,0,0,23.999929428100586,0.0,39.00003433227539,
..\DataSets\DelayGraph_741.graphml,65,63,20,0,0,2.000093460083008,1,1,1,3.999948501586914,3.000020980834961,9.000062942504883,
..\DataSets\DelayGraph_742.graphml,42,44,16,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_743.graphml,112,121,36,24,13,1.0001659393310547,7,9,3,7.999897003173828,5.99980354309082,14.999866485595703,
..\DataSets\DelayGraph_744.graphml,415,486,443,851,280,25.00009536743164,2,0,0,56.999921798706055,387.00008392333984,469.00010108947754,
..\DataSets\DelayGraph_745.graphml,415,486,443,851,280,26.000022888183594,2,0,0,59.00001525878906,389.9998664855957,474.99990463256836,
..\DataSets\DelayGraph_746.graphml,148,170,50,0,0,1.9998550415039062,3,0,0,8.00013542175293,0.0,9.999990463256836,
..\DataSets\DelayGraph_747.graphml,148,170,50,0,0,3.999948501586914,3,0,0,9.000062942504883,0.0,13.000011444091797,
..\DataSets\DelayGraph_748.graphml,92,92,28,2,1,0.9999275207519531,5,0,0,3.000020980834961,3.999948501586914,7.999897003173828,
..\DataSets\DelayGraph_749.graphml,92,92,28,2,1,0.9999275207519531,5,0,0,3.000020980834961,5.000114440917969,9.000062942504883,
..\DataSets\DelayGraph_750.graphml,60,63,24,6,2,2.000093460083008,3,1,1,6.000041961669922,3.000020980834961,11.00015640258789,
..\DataSets\DelayGraph_751.graphml,78,83,109,41,23,6.000041961669922,8,32,32,6.000041961669922,15.000104904174805,27.00018882751465,
..\DataSets\DelayGraph_752.graphml,172,182,120,26,25,1.9998550415039062,0,0,0,26.000022888183594,6.999969482421875,34.999847412109375,
..\DataSets\DelayGraph_754.graphml,126,147,812,11678,405,106.99987411499023,5,16,15,16.000032424926758,148.00000190734863,270.9999084472656,
..\DataSets\DelayGraph_755.graphml,126,147,812,11678,405,111.00006103515625,5,16,15,16.000032424926758,154.9999713897705,282.0000648498535,
..\DataSets\DelayGraph_756.graphml,172,182,120,26,25,0.9999275207519531,0,0,0,21.000146865844727,6.000041961669922,28.0001163482666,
..\DataSets\DelayGraph_757.graphml,28,26,10,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_758.graphml,28,26,10,0,0,0.9999275207519531,0,0,0,0.0,0.0,0.9999275207519531,
..\DataSets\DelayGraph_759.graphml,240,315,742,8,8,23.999929428100586,0,0,0,21.000146865844727,197.00002670288086,242.00010299682617,
..\DataSets\DelayGraph_760.graphml,240,315,742,8,8,29.000043869018555,0,0,0,30.99989891052246,184.99994277954102,244.99988555908203,
..\DataSets\DelayGraph_761.graphml,43,42,11,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_762.graphml,43,42,11,0,0,0.9999275207519531,0,0,0,0.9999275207519531,0.0,1.9998550415039062,
..\DataSets\DelayGraph_763.graphml,58,62,18,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_764.graphml,58,62,18,0,0,1.0001659393310547,0,0,0,0.9999275207519531,0.0,2.000093460083008,
..\DataSets\DelayGraph_765.graphml,96,98,36,0,0,0.9999275207519531,2,0,0,5.000114440917969,0.0,6.000041961669922,
..\DataSets\DelayGraph_766.graphml,96,98,36,0,0,0.9999275207519531,2,0,0,5.000114440917969,0.0,6.000041961669922,
..\DataSets\DelayGraph_767.graphml,72,76,32,0,0,1.0001659393310547,3,3,3,3.999948501586914,5.000114440917969,10.000228881835938,
..\DataSets\DelayGraph_768.graphml,126,146,59,0,0,3.000020980834961,2,2,2,8.00013542175293,9.000062942504883,20.000219345092773,
..\DataSets\DelayGraph_769.graphml,126,146,59,0,0,3.000020980834961,2,2,2,6.000041961669922,6.000041961669922,15.000104904174805,
..\DataSets\DelayGraph_770.graphml,84,89,38,0,0,0.9999275207519531,3,3,3,5.000114440917969,4.999876022338867,10.999917984008789,
..\DataSets\DelayGraph_771.graphml,126,146,57,0,0,1.9998550415039062,2,2,2,7.000207901000977,7.999897003173828,16.99995994567871,
..\DataSets\DelayGraph_772.graphml,126,146,57,0,0,3.000020980834961,2,2,2,9.000062942504883,6.000041961669922,18.000125885009766,
..\DataSets\DelayGraph_773.graphml,505,535,327,1635,198,17.999887466430664,26,172,10,104.00009155273438,92.99993515014648,214.99991416931152,
..\DataSets\DelayGraph_774.graphml,605,656,374,1661,203,20.000219345092773,34,182,10,157.99999237060547,635.9999179840088,814.000129699707,
..\DataSets\DelayGraph_775.graphml,353,422,933,21124,385,161.99994087219238,0,0,0,63.99989128112793,139.00017738342285,365.00000953674316,
..\DataSets\DelayGraph_776.graphml,61,69,80,0,0,3.999948501586914,6,24,22,4.999876022338867,8.999824523925781,17.999649047851562,
..\DataSets\DelayGraph_777.graphml,217,261,8685,214983,1421,2051.0001182556152,24,82,76,54.99982833862305,2480.9999465942383,4586.999893188477,
..\DataSets\DelayGraph_778.graphml,61,69,80,0,0,5.000114440917969,6,24,22,4.999876022338867,10.999917984008789,20.999908447265625,
..\DataSets\DelayGraph_781.graphml,353,422,933,21124,385,176.9998073577881,0,0,0,58.00008773803711,145.00021934509277,380.00011444091797,
..\DataSets\DelayGraph_782.graphml,53,48,13,0,0,0.0,0,0,0,2.000093460083008,0.0,2.000093460083008,
..\DataSets\DelayGraph_783.graphml,36,33,8,0,0,0.0,0,0,0,2.000093460083008,0.0,2.000093460083008,
..\DataSets\DelayGraph_784.graphml,36,33,8,0,0,0.9999275207519531,0,0,0,0.9999275207519531,0.0,1.9998550415039062,
..\DataSets\DelayGraph_785.graphml,188,185,70,20,20,1.9998550415039062,0,0,0,6.000041961669922,9.999990463256836,17.999887466430664,
..\DataSets\DelayGraph_788.graphml,48,44,17,63,29,0.9999275207519531,5,77,27,2.000093460083008,7.999897003173828,10.999917984008789,
..\DataSets\DelayGraph_793.graphml,53,57,12,0,0,1.0001659393310547,0,0,0,0.9999275207519531,0.0,2.000093460083008,
..\DataSets\DelayGraph_794.graphml,53,57,12,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_795.graphml,77,81,29,18,12,0.9999275207519531,7,7,1,6.000041961669922,5.99980354309082,12.999773025512695,
..\DataSets\DelayGraph_796.graphml,156,169,1027,23000,1433,253.9999485015869,0,0,0,16.99995994567871,139.9998664855957,410.9997749328613,
..\DataSets\DelayGraph_797.graphml,156,169,1027,23000,1433,239.0000820159912,0,0,0,16.000032424926758,144.99998092651367,400.00009536743164,
..\DataSets\DelayGraph_798.graphml,92,100,36,18,11,1.0001659393310547,9,6,1,7.999897003173828,8.00013542175293,17.000198364257812,
..\DataSets\DelayGraph_799.graphml,131,146,52,29,19,1.9998550415039062,10,4,2,13.000011444091797,10.999917984008789,25.999784469604492,
..\DataSets\DelayGraph_800.graphml,212,228,82,325,124,6.000041961669922,0,0,0,16.000032424926758,17.000198364257812,39.00027275085449,
..\DataSets\DelayGraph_801.graphml,212,228,82,325,124,8.00013542175293,0,0,0,17.999887466430664,18.000125885009766,44.00014877319336,
..\DataSets\DelayGraph_803.graphml,1621,2101,2267,5876,393,148.9999294281006,466,13418,153,962.0001316070557,650.0000953674316,1761.000156402588,
..\DataSets\DelayGraph_806.graphml,20,20,7,4,2,0.0,0,0,0,0.9999275207519531,1.9998550415039062,2.9997825622558594,
..\DataSets\DelayGraph_807.graphml,20,20,7,4,2,0.0,0,0,0,0.9999275207519531,3.000020980834961,3.999948501586914,
..\DataSets\DelayGraph_809.graphml,116,135,461,0,0,26.999950408935547,12,12,12,15.000104904174805,37.000179290771484,79.00023460388184,
..\DataSets\DelayGraph_810.graphml,220,263,8685,0,0,792.0000553131104,24,24,24,39.999961853027344,1328.9999961853027,2161.0000133514404,
..\DataSets\DelayGraph_813.graphml,63,71,80,0,0,5.000114440917969,6,6,6,4.999876022338867,11.00015640258789,21.000146865844727,
..\DataSets\DelayGraph_816.graphml,492,505,200,4,2,6.000041961669922,15,15,15,34.999847412109375,13.99993896484375,54.99982833862305,
..\DataSets\DelayGraph_817.graphml,130,142,56,70,14,2.000093460083008,9,1,1,9.999990463256836,6.999969482421875,19.00005340576172,
..\DataSets\DelayGraph_818.graphml,130,142,56,70,14,1.9998550415039062,9,1,1,8.00013542175293,6.000041961669922,16.000032424926758,
..\DataSets\DelayGraph_819.graphml,349,473,246,0,0,9.000062942504883,0,0,0,20.999908447265625,0.0,29.999971389770508,
..\DataSets\DelayGraph_820.graphml,81,95,16,0,0,0.9999275207519531,0,0,0,3.999948501586914,0.0,4.999876022338867,
..\DataSets\DelayGraph_821.graphml,78,83,109,39,21,5.99980354309082,8,32,32,6.000041961669922,14.999866485595703,26.999711990356445,
..\DataSets\DelayGraph_822.graphml,78,83,60,0,0,3.999948501586914,2,2,2,5.000114440917969,4.999876022338867,13.99993896484375,
..\DataSets\DelayGraph_823.graphml,78,83,60,0,0,1.9998550415039062,2,2,2,6.000041961669922,4.000186920166016,12.000083923339844,
..\DataSets\DelayGraph_824.graphml,30,22,10,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_825.graphml,30,22,10,0,0,1.0001659393310547,0,0,0,0.0,0.0,1.0001659393310547,
..\DataSets\DelayGraph_826.graphml,40,40,13,0,0,0.9999275207519531,2,3,2,2.000093460083008,3.000020980834961,6.000041961669922,
..\DataSets\DelayGraph_828.graphml,375,393,182,69,51,4.000186920166016,3,0,0,18.999814987182617,17.999887466430664,40.9998893737793,
..\DataSets\DelayGraph_830.graphml,113,133,461,3526,246,46.99993133544922,12,61,55,13.000011444091797,72.99995422363281,132.99989700317383,
..\DataSets\DelayGraph_832.graphml,61,69,80,34,24,3.999948501586914,6,32,28,4.999876022338867,11.999845504760742,20.999670028686523,
..\DataSets\DelayGraph_834.graphml,113,133,461,3526,246,44.99983787536621,12,61,55,12.000083923339844,65.99998474121094,122.99990653991699,
..\DataSets\DelayGraph_836.graphml,217,261,8685,254753,951,2054.00013923645,24,126,112,43.99991035461426,2375.999927520752,4473.999977111816,
..\DataSets\DelayGraph_838.graphml,375,393,182,69,51,6.000041961669922,3,0,0,19.999980926513672,17.999887466430664,43.99991035461426,
..\DataSets\DelayGraph_839.graphml,80,87,30,8,4,0.9999275207519531,2,0,0,4.000186920166016,6.999969482421875,12.000083923339844,
..\DataSets\DelayGraph_840.graphml,28,28,5,14,14,0.0,0,0,0,0.9999275207519531,4.000186920166016,5.000114440917969,
..\DataSets\DelayGraph_841.graphml,28,28,5,14,14,0.0,0,0,0,1.0001659393310547,5.000114440917969,6.000280380249023,
..\DataSets\DelayGraph_842.graphml,146,153,68,18,6,2.000093460083008,8,7,7,6.999969482421875,6.000041961669922,15.000104904174805,
..\DataSets\DelayGraph_843.graphml,146,153,68,18,6,2.000093460083008,8,7,7,6.999969482421875,6.000041961669922,15.000104904174805,
..\DataSets\DelayGraph_844.graphml,112,121,39,24,8,2.000093460083008,4,2,2,7.999897003173828,4.999876022338867,14.999866485595703,
..\DataSets\DelayGraph_845.graphml,112,121,39,24,8,3.000020980834961,4,2,2,6.000041961669922,6.000041961669922,15.000104904174805,
..\DataSets\DelayGraph_846.graphml,112,121,39,24,8,2.000093460083008,4,2,2,6.000041961669922,5.000114440917969,13.000249862670898,
..\DataSets\DelayGraph_847.graphml,106,108,47,62,35,1.9998550415039062,5,7,1,6.999969482421875,4.999876022338867,13.999700546264648,
..\DataSets\DelayGraph_848.graphml,114,132,75,220,120,5.99980354309082,11,37,25,14.000177383422852,19.999980926513672,39.999961853027344,
..\DataSets\DelayGraph_852.graphml,106,108,47,62,35,0.9999275207519531,5,7,1,6.999969482421875,6.999969482421875,14.999866485595703,
..\DataSets\DelayGraph_853.graphml,127,145,48,0,0,1.9998550415039062,6,0,0,6.000041961669922,0.0,7.999897003173828,
..\DataSets\DelayGraph_854.graphml,127,145,48,0,0,2.000093460083008,6,0,0,5.99980354309082,0.0,7.999897003173828,
..\DataSets\DelayGraph_855.graphml,127,145,48,0,0,1.0001659393310547,6,0,0,5.99980354309082,0.0,6.999969482421875,
..\DataSets\DelayGraph_856.graphml,14,12,3,0,0,0.0,0,0,0,0.9999275207519531,0.0,0.9999275207519531,
..\DataSets\DelayGraph_857.graphml,14,12,3,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_862.graphml,2429,2550,4407,16,16,138.0000114440918,138,130,130,230.99994659423828,138.0000114440918,506.9999694824219,
..\DataSets\DelayGraph_867.graphml,127,148,801,0,0,53.999900817871094,5,5,5,16.000032424926758,52.00004577636719,121.99997901916504,
..\DataSets\DelayGraph_870.graphml,63,71,80,0,0,4.000186920166016,6,6,6,4.999876022338867,11.00015640258789,20.000219345092773,
..\DataSets\DelayGraph_873.graphml,171,184,75,22,13,1.9998550415039062,9,10,10,16.000032424926758,8.00013542175293,26.000022888183594,
..\DataSets\DelayGraph_874.graphml,7,5,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
..\DataSets\DelayGraph_875.graphml,88,94,30,12,12,1.9998550415039062,1,1,1,6.999969482421875,6.999969482421875,15.999794006347656,
..\DataSets\DelayGraph_876.graphml,17,17,4,0,0,0.0,1,2,2,0.9999275207519531,3.000020980834961,3.999948501586914,
..\DataSets\DelayGraph_877.graphml,80,85,109,240,40,7.000207901000977,8,53,24,5.99980354309082,13.99993896484375,26.999950408935547,
..\DataSets\DelayGraph_878.graphml,236,245,81,0,0,2.000093460083008,10,0,0,9.999990463256836,0.0,12.000083923339844,
..\DataSets\DelayGraph_879.graphml,224,267,105,0,0,3.000020980834961,0,0,0,9.999990463256836,0.0,13.000011444091797,
..\DataSets\DelayGraph_880.graphml,224,267,105,0,0,3.999948501586914,0,0,0,11.00015640258789,0.0,15.000104904174805,
..\DataSets\DelayGraph_881.graphml,94,96,33,0,0,0.9999275207519531,3,0,0,3.000020980834961,0.0,3.999948501586914,
..\DataSets\DelayGraph_882.graphml,78,95,37,0,0,1.0001659393310547,0,0,0,2.9997825622558594,0.0,3.999948501586914,
..\DataSets\DelayGraph_883.graphml,78,95,37,0,0,0.9999275207519531,0,0,0,3.000020980834961,0.0,3.999948501586914,
..\DataSets\DelayGraph_884.graphml,262,292,162,39,21,6.000041961669922,14,19,19,20.999908447265625,16.000032424926758,42.999982833862305,
..\DataSets\DelayGraph_885.graphml,262,292,162,39,21,6.000041961669922,14,19,19,19.999980926513672,16.000032424926758,42.00005531311035,
..\DataSets\DelayGraph_886.graphml,262,292,162,39,21,5.99980354309082,14,19,19,19.999980926513672,16.000032424926758,41.99981689453125,
..\DataSets\DelayGraph_887.graphml,310,340,712,7020,586,61.00010871887207,22,198,96,40.9998893737793,72.00002670288086,174.00002479553223,
..\DataSets\DelayGraph_888.graphml,78,84,22,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_889.graphml,78,84,22,0,0,0.9999275207519531,0,0,0,2.000093460083008,0.0,3.000020980834961,
..\DataSets\DelayGraph_890.graphml,193,249,2668,1886,307,150.00009536743164,39,40,22,22.00007438659668,66.99991226196289,239.0000820159912,
..\DataSets\DelayGraph_891.graphml,31,33,9,0,0,0.9999275207519531,0,0,0,1.0001659393310547,0.0,2.000093460083008,
..\DataSets\DelayGraph_892.graphml,31,33,9,0,0,0.0,0,0,0,1.0001659393310547,0.0,1.0001659393310547,
..\DataSets\DelayGraph_893.graphml,43,44,12,0,0,0.0,1,1,1,1.9998550415039062,3.000020980834961,4.999876022338867,
..\DataSets\DelayGraph_894.graphml,358,402,559,2055,217,39.999961853027344,0,0,0,68.00007820129395,49.99995231628418,157.99999237060547,
..\DataSets\DelayGraph_895.graphml,238,262,108,80,31,6.000041961669922,20,4,4,32.99999237060547,13.000011444091797,52.00004577636719,
