GraphPath, ThroughputCost, LatencyCost, RegisterCost, Slack, TargetPeriod, ResultingPeriod, ExecutionTime(ms)
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2075.graphml,7,10,192,58,2500,2442,26.0002613067627,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2076.graphml,7,7,192,1379,2500,1121,29.0000438690186,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2077.graphml,7,10,192,58,2500,2442,46.0000038146973,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2078.graphml,5,5,0,339,2500,2161,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2079.graphml,5,5,0,339,2500,2161,4.00018692016602,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_208.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2080.graphml,5,5,0,339,2500,2161,5.00011444091797,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2081.graphml,22000,22000,108,60,2500,2440,40.9998893737793,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2083.graphml,36,36,59,1306,2500,1194,28.0001163482666, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2087.graphml,22000,22000,108,60,2500,2440,41.9998168945313,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2088.graphml,36,180,3308,38,2500,2462,1036.99994087219, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_209.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2091.graphml,62,94,137,122,2500,2378,419.999837875366, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2097.graphml,44,44,71,1300,2500,1200,30.9998989105225, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2099.graphml,50,50,0,270,2500,2230,6.99996948242188,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_210.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2100.graphml,0,0,0,740,2500,1760,46.0000038146973,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2101.graphml,0,0,0,740,2500,1760,49.0000247955322,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2102.graphml,0,2,0,561,5000,4439,2.99978256225586,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2103.graphml,0,2,0,561,5000,4439,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2104.graphml,0,0,0,4372,10000,5628,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2105.graphml,0,0,0,4372,10000,5628,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2106.graphml,0,57,0,1803,5000,3197,7.99989700317383,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2107.graphml,0,57,0,1803,5000,3197,8.00013542175293,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2108.graphml,0,2,0,1364,5000,3636,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2109.graphml,0,2,0,1364,5000,3636,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_211.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2110.graphml,144,144,146,1758,5000,3242,63.0002021789551, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2113.graphml,15,54,120,1941,5000,3059,36.9999408721924, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2114.graphml,1,1,88,2441,5000,2559,253.999948501587,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2115.graphml,1,1,88,2441,5000,2559,247.000217437744,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2116.graphml,5,140,80,138,2500,2362,36.9997024536133,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2117.graphml,0,26,256,138,2500,2362,80.0001621246338, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2118.graphml,18,38,86,92,2500,2408,173.999786376953, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_212.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2123.graphml,21,42,121,66,2500,2434,77.9998302459717, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2128.graphml,21,42,121,66,2500,2434,72.9999542236328, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_213.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2131.graphml,18,41,130,87,2500,2413,140.000104904175, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2134.graphml,0,26,256,138,2500,2362,104.000091552734, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2135.graphml,15,18,0,127,2500,2373,15.0001049041748,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2136.graphml,0,0,0,2110,2500,390,14.9998664855957,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2137.graphml,0,0,0,2110,2500,390,16.0000324249268,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2138.graphml,15,28,0,127,2500,2373,25.9997844696045,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2139.graphml,15,28,0,127,2500,2373,25.0000953674316,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_214.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2140.graphml,120,120,687,0,3239,3239,182.000398635864,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2143.graphml,3,11,0,370,2500,2130,8.99982452392578,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2144.graphml,0,5,0,1024,2500,1476,10.0002288818359,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2145.graphml,0,5,0,1024,2500,1476,10.0002288818359,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2146.graphml,0,5,0,1645,2500,855,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2147.graphml,0,5,0,1645,2500,855,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2148.graphml,0,5,0,1645,2500,855,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2149.graphml,0,0,0,406,2500,2094,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_215.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2150.graphml,0,0,0,406,2500,2094,4.00018692016602,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2151.graphml,0,0,0,406,2500,2094,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2152.graphml,5,40,288,155,2500,2345,23.9999294281006,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2153.graphml,0,5,320,196,2500,2304,46.0000038146973,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2154.graphml,0,5,320,196,2500,2304,65.9999847412109,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2155.graphml,0,0,0,2989,3333,344,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2156.graphml,0,0,0,1994,5000,3006,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2157.graphml,0,0,0,1994,5000,3006,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2158.graphml,0,3,144,73,2500,2427,42.9999828338623,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2159.graphml,4,8,16,902,2500,1598,11.9998455047607,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_216.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2160.graphml,0,0,0,490,2500,2010,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2161.graphml,0,0,0,490,2500,2010,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2162.graphml,0,0,0,1015,2500,1485,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2163.graphml,0,0,0,23521,25000,1479,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2164.graphml,70,84,16,21232,25000,3768,29.0000438690186, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2165.graphml,8,8,16,500,2500,2000,11.0001564025879, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2166.graphml,8,8,16,500,2500,2000,16.9999599456787, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2167.graphml,128,264,40,99,2500,2401,18.0001258850098,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2168.graphml,128,264,40,99,2500,2401,18.0001258850098,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_217.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2172.graphml,31,94,78,996302,1000000,3698,31.0001373291016,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2175.graphml,0,0,0,796,2500,1704,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2176.graphml,0,0,0,1807,2500,693,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2177.graphml,0,10,0,1869,2500,631,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2178.graphml,0,0,0,1807,2500,693,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2179.graphml,0,0,0,2083,2083,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_218.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2180.graphml,0,0,0,2083,2083,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2181.graphml,0,12,16,138,2500,2362,8.00013542175293,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2184.graphml,18,38,86,92,2500,2408,197.999715805054, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2186.graphml,0,12,16,138,2500,2362,9.99999046325684,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2187.graphml,0,0,0,2953,5000,2047,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2188.graphml,0,0,0,2953,5000,2047,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2189.graphml,42,99,62,193,2500,2307,23.9999294281006, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_219.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2190.graphml,38,57,95,409,2500,2091,59.0000152587891, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2194.graphml,42,99,62,193,2500,2307,23.0000019073486, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2195.graphml,0,20,0,449,2500,2051,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2196.graphml,0,20,0,449,2500,2051,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2197.graphml,0,0,0,1469,2500,1031,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2198.graphml,0,0,0,1469,2500,1031,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2199.graphml,192,960,69,68,2500,2432,21.0001468658447,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_220.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2202.graphml,27,27,0,944,5000,4056,200.000047683716,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2203.graphml,3,7,64,696,5000,4304,34.0001583099365,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2204.graphml,3,7,64,696,5000,4304,31.0001373291016,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2205.graphml,34,34,98,1704,4000,2296,29.9999713897705, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2208.graphml,0,4,73,219,2500,2281,12.0000839233398, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2209.graphml,0,1,0,2830,5000,2170,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_221.graphml,0,0,0,25000,25000,0,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2210.graphml,0,1,0,2830,5000,2170,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2211.graphml,0,1,0,7777,10000,2223,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2212.graphml,0,1,0,7777,10000,2223,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2213.graphml,0,0,0,921,2500,1579,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2214.graphml,0,0,0,921,2500,1579,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2215.graphml,0,0,0,9682,10000,318,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2216.graphml,0,0,0,10000,10000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2217.graphml,30,36,561,116,2500,2384,273.999929428101, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2218.graphml,4,10,0,923,2500,1577,24.9998569488525,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2219.graphml,0,0,0,1750,2500,750,13.0000114440918,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_222.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2220.graphml,0,0,0,1750,2500,750,13.0002498626709,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2221.graphml,19,30,580,331,2500,2169,220.999717712402, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2222.graphml,19,30,580,331,2500,2169,197.00026512146, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2225.graphml,0,0,0,1282,3333,2051,4.00018692016602,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2226.graphml,0,0,0,1282,3333,2051,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2227.graphml,0,6,0,1656,10000,8344,30.9998989105225,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2228.graphml,0,0,0,4682,5000,318,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2229.graphml,0,0,0,4682,5000,318,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_223.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2230.graphml,4,4,16,356,2500,2144,13.9999389648438,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2231.graphml,1,6,48,22,2777,2755,22.0000743865967,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2234.graphml,160,160,16,852,5000,4148,36.9999408721924, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2235.graphml,10,10,16,1895,5000,3105,19.9999809265137,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2236.graphml,10,10,16,1895,5000,3105,23.0002403259277,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2237.graphml,3,6,200,21571,25000,3429,38.0001068115234, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2238.graphml,12,12,1,17246,25000,7754,45.0003147125244,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2239.graphml,0,0,0,23574,25000,1426,4.99987602233887,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_224.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2240.graphml,2,2,96,2009,5000,2991,24.9998569488525, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2241.graphml,0,0,0,1665,5000,3335,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2242.graphml,0,0,0,1665,5000,3335,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2243.graphml,0,22,0,38,2222,2184,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2244.graphml,1,1,1,926,5000,4074,22.9995250701904,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2245.graphml,1,1,1,926,5000,4074,18.9998149871826,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2247.graphml,0,0,0,1866,2500,634,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2248.graphml,5,15,0,106,2083,1977,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2249.graphml,5,15,0,106,2083,1977,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_225.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2250.graphml,0,1,32,79,2083,2004,25.9997844696045,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2251.graphml,0,1,32,79,2083,2004,15.0001049041748,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2252.graphml,30,35,140,0,3004,3004,42.9999828338623, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2253.graphml,30,35,140,0,3004,3004,42.9999828338623, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2254.graphml,0,8,0,290,2500,2210,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2255.graphml,0,8,0,290,2500,2210,4.99987602233887,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2256.graphml,0,8,0,290,2500,2210,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2257.graphml,0,0,0,2056,2500,444,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2258.graphml,0,0,0,2056,2500,444,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2259.graphml,2048,6144,34,162,5000,4838,167.999744415283,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_226.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2261.graphml,2048,6144,34,162,5000,4838,173.00009727478,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2262.graphml,22000,22000,108,60,2500,2440,41.0001277923584,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2263.graphml,36,36,59,1306,2500,1194,23.0000019073486, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2268.graphml,22000,22000,108,60,2500,2440,30.9998989105225,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2269.graphml,0,5,180,232,2500,2268,11.9998455047607, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_227.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2270.graphml,0,1,0,2851,5000,2149,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2271.graphml,0,1,0,2851,5000,2149,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2272.graphml,1024,3072,64,3551,10000,6449,41.0001277923584,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2273.graphml,128,256,0,3392,10000,6608,32.9999923706055,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2274.graphml,128,256,0,3392,10000,6608,32.9999923706055,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2275.graphml,128,256,0,3392,10000,6608,33.9996814727783,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2276.graphml,0,0,0,95666,100000,4334,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2277.graphml,40,130,96,27,2500,2473,18.9998149871826,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2278.graphml,5,15,224,36,2500,2464,23.9996910095215, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2279.graphml,5,15,224,36,2500,2464,20.9999084472656, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_228.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2280.graphml,5,15,224,36,2500,2464,21.9998359680176, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2281.graphml,19,90,80,44,2857,2813,27.0001888275146, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2282.graphml,5,10,0,204,2500,2296,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2283.graphml,0,0,0,2121,2500,379,2.99978256225586,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2284.graphml,0,0,0,2121,2500,379,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2285.graphml,0,1,32,245,2500,2255,17.9998874664307,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2286.graphml,0,1,32,245,2500,2255,19.0000534057617,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2287.graphml,0,1,32,245,2500,2255,16.0000324249268,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2288.graphml,5,100,218,234,2500,2266,183.99977684021,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2289.graphml,0,3,68,11,2500,2489,209.000110626221,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_229.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2290.graphml,0,3,68,11,2500,2489,173.00009727478,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2291.graphml,5,30,128,61,2500,2439,20.9996700286865,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2292.graphml,0,4,0,224,2500,2276,16.0000324249268,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2293.graphml,0,4,0,224,2500,2276,16.9999599456787,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2294.graphml,0,20,0,224,2500,2276,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2295.graphml,0,20,0,224,2500,2276,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2296.graphml,0,20,0,224,2500,2276,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2297.graphml,5,215,94,51,2500,2449,26.0000228881836,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2298.graphml,0,40,0,51,2500,2449,52.9999732971191,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_23.graphml,10,60,284,724,5000,4276,165.999889373779, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_230.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2302.graphml,74,114,212,122,2500,2378,370.999813079834, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2306.graphml,42,44,109,122,2500,2378,343.999862670898, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2308.graphml,40,40,65,1044,2500,1456,28.9995670318604, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_231.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2311.graphml,0,40,0,51,2500,2449,53.0002117156982,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2312.graphml,0,0,0,1135,2500,1365,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2313.graphml,0,0,0,1135,2500,1365,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2314.graphml,0,0,0,1135,2500,1365,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2315.graphml,0,200,97,197,2500,2303,40.9998893737793, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2316.graphml,0,0,0,1567,3333,1766,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2317.graphml,0,0,0,2989,3333,344,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2318.graphml,0,1,32,413,5000,4587,24.9998569488525,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2319.graphml,0,1,32,413,5000,4587,23.0000019073486,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_232.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2320.graphml,0,0,0,4682,5000,318,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2321.graphml,0,0,0,4682,5000,318,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2322.graphml,0,0,0,4682,5000,318,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_2323.graphml,0,0,0,4682,5000,318,0.999927520751953,*
