GraphPath, ThroughputCost, LatencyCost, RegisterCost, Slack, TargetPeriod, ResultingPeriod, ExecutionTime(ms)
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1523.graphml,5,10,33,100,2500,2400,9.99999046325684,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1524.graphml,0,0,0,290,2500,2210,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1525.graphml,0,0,0,290,2500,2210,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1526.graphml,10,30,10,567,2500,1933,16.0000324249268, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1527.graphml,0,0,0,1915,2500,585,9.00006294250488,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1528.graphml,0,0,0,1915,2500,585,9.00006294250488,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_153.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1532.graphml,64,128,176,115,5000,4885,2125.99968910217,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1537.graphml,3,9,32,635,2500,1865,8.00013542175293,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1538.graphml,72,76,58,262,2500,2238,39.9999618530273,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1539.graphml,0,3,264,56,2500,2444,26.0000228881836,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_154.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1540.graphml,0,3,264,56,2500,2444,28.0003547668457,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1541.graphml,0,17,41,148,2500,2352,13.9999389648438,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1542.graphml,24,52,64,999,5000,4001,2291.99981689453,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1543.graphml,24,52,64,999,5000,4001,2255.0003528595,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1544.graphml,4,32,16,3626,5000,1374,8.00013542175293,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1545.graphml,30,240,32,104,2500,2396,7.99989700317383,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1546.graphml,0,48,256,30,2500,2470,14.0001773834229,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1547.graphml,0,48,256,30,2500,2470,20.0002193450928,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1548.graphml,0,48,256,30,2500,2470,16.0000324249268,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_155.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1553.graphml,16,64,103,633,5000,4367,1388.00001144409, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1555.graphml,32,64,66,1113,5000,3887,202.999830245972,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1557.graphml,8,16,67,2410,5000,2590,78.0000686645508,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1559.graphml,4,20,171,2410,5000,2590,4391.99995994568, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_156.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1562.graphml,16,16,16,2677,5000,2323,20.9999084472656,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1564.graphml,0,0,0,829,2500,1671,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1565.graphml,0,0,0,829,2500,1671,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1566.graphml,0,0,0,829,2500,1671,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1567.graphml,3,6,0,315,2500,2185,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1568.graphml,0,0,0,1965,2500,535,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1569.graphml,0,0,0,1965,2500,535,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_157.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1570.graphml,5,10,128,61,2500,2439,30.0002098083496,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1571.graphml,0,0,0,1750,2500,750,9.99999046325684,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1572.graphml,0,0,0,1750,2500,750,11.0001564025879,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1573.graphml,5,15,0,219,2500,2281,13.9999389648438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1574.graphml,5,15,0,219,2500,2281,17.9998874664307,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1575.graphml,5,25,16,61,2500,2439,85.9997272491455,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1576.graphml,0,0,0,467,2500,2033,108.000040054321,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1577.graphml,0,0,0,467,2500,2033,108.000040054321,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1578.graphml,0,20,0,72,2500,2428,15.9997940063477,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1579.graphml,0,20,0,72,2500,2428,19.0000534057617,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_158.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1580.graphml,0,20,0,72,2500,2428,16.0000324249268,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1581.graphml,5,30,208,234,2500,2266,62.000036239624,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1582.graphml,0,1,10,3,2500,2497,122.999906539917,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1583.graphml,0,1,10,3,2500,2497,96.9998836517334,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1584.graphml,20,100,212,96,3333,3237,286.00001335144,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1585.graphml,1,13,1254,1,3333,3332,4269.99974250793,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1586.graphml,15,50,392,96,3333,3237,1148.00000190735,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1587.graphml,6,34,598,52,3333,3281,7146.99983596802,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1588.graphml,11,55,428,115,3333,3218,1002.00033187866,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_159.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1597.graphml,0,0,0,5000,5000,0,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1598.graphml,0,0,0,5000,5000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_16.graphml,0,40,36,298,5000,4702,16.0000324249268,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_160.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1600.graphml,17,33,133,22161,25000,2839,89.0002250671387,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1602.graphml,9,33,333,22165,25000,2835,2131.99996948242,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1604.graphml,33,33,33,22490,25000,2510,53.999662399292,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1607.graphml,15200,47432,321,567,25000,24433,58.0003261566162,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1608.graphml,0,0,0,1473,2083,610,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1609.graphml,0,0,0,1473,2083,610,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_161.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1610.graphml,10,50,744,253,2500,2247,52.0000457763672,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1611.graphml,10,50,744,253,2500,2247,75.9997367858887,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1615.graphml,192,576,44,1782,10000,8218,59.0002536773682,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1618.graphml,0,1,64,528,1750,1222,18.0001258850098,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1619.graphml,0,5,0,0,2993,2993,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_162.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1620.graphml,0,5,0,0,2993,2993,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1621.graphml,7,15,97,26,5000,4974,2120.00012397766,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1622.graphml,7,15,97,26,5000,4974,2155.00020980835,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1623.graphml,12,18,260,635,2500,1865,38.9997959136963, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1624.graphml,0,0,0,1965,2500,535,4.99987602233887,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1625.graphml,0,0,0,1965,2500,535,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1626.graphml,60,120,80,82,2500,2418,227.00023651123,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1627.graphml,30,70,453,87,2500,2413,1030.00020980835, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1628.graphml,30,70,453,87,2500,2413,1071.00009918213, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1629.graphml,75,270,169,303,2500,2197,53.0002117156982,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_163.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1630.graphml,0,32,270,1,2500,2499,74.0001201629639,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1633.graphml,42,44,109,122,2500,2378,355.000019073486, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1635.graphml,0,32,270,1,2500,2499,76.9999027252197,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1636.graphml,2,4,33,164,4000,3836,17.9998874664307, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1637.graphml,0,0,0,1005,4000,2995,6.99973106384277,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1638.graphml,0,0,0,1005,4000,2995,5.00011444091797,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_164.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1640.graphml,5,10,10,2952,5000,2048,23.0002403259277,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1641.graphml,5,10,10,2952,5000,2048,25.0000953674316,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1645.graphml,0,11,0,472,2222,1750,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1646.graphml,0,0,0,715,8000,7285,1.99985504150391,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1647.graphml,7,8,32,2600,5000,2400,10.0002288818359,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1648.graphml,7,8,32,2600,5000,2400,11.9998455047607,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1649.graphml,1,1,0,51,2500,2449,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_165.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1650.graphml,990,2916,1004,91,2500,2409,13.0002498626709,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1651.graphml,18,18,0,507,2500,1993,23.0002403259277,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1652.graphml,18,18,0,507,2500,1993,20.9999084472656,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1653.graphml,18,18,0,507,2500,1993,24.0001678466797,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1654.graphml,5,5,0,820,5000,4180,117.000102996826,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1655.graphml,5,5,0,820,5000,4180,118.000030517578,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_166.graphml,0,0,0,25000,25000,0,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1661.graphml,0,0,0,1807,2500,693,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1662.graphml,0,10,0,1044,2500,1456,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1663.graphml,0,5,0,520,2500,1980,4.00018692016602,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1664.graphml,100,310,168,538,2500,1962,29.9999713897705,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1665.graphml,0,11,240,320,2500,2180,1137.00008392334,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1666.graphml,0,11,240,320,2500,2180,1117.999792099,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1667.graphml,0,0,0,1915,2500,585,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1668.graphml,0,0,0,1915,2500,585,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1669.graphml,0,0,0,1915,2500,585,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_167.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1678.graphml,4,204,0,774,5000,4226,9.99999046325684,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1679.graphml,0,48,0,288,5000,4712,23.0000019073486,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_168.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1682.graphml,49,49,49,2229,5000,2771,26.9999504089355,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1684.graphml,0,48,0,288,5000,4712,20.0002193450928,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1685.graphml,32,304,0,1225,5000,3775,284.000158309937,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1686.graphml,1,273,6,119,5000,4881,1394.00029182434,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1687.graphml,1,273,6,119,5000,4881,1373.0001449585,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1688.graphml,0,0,0,2887,10000,7113,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1689.graphml,0,0,0,2887,10000,7113,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1690.graphml,0,1,0,3130,10000,6870,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1691.graphml,0,1,0,3130,10000,6870,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1692.graphml,40,64,81,471,2857,2386,328.00030708313, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1693.graphml,0,0,0,24191,25000,809,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1694.graphml,15,33,0,2345,5000,2655,8.00013542175293,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1695.graphml,0,0,0,2914,5000,2086,42.0000553131104,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1696.graphml,0,0,0,2914,5000,2086,43.0002212524414,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1697.graphml,0,0,0,9403,10000,597,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1698.graphml,0,0,0,1811,2500,689,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1699.graphml,0,0,0,1811,2500,689,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1700.graphml,0,0,0,1811,2500,689,3.99994850158691,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1701.graphml,280,350,32,196,2500,2304,19.0002918243408,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1702.graphml,0,0,0,2167,2500,333,217.999935150146,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1703.graphml,0,0,0,2167,2500,333,223.999738693237,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1704.graphml,0,350,32,518,2500,1982,13.9997005462646,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1707.graphml,5,10,0,61,2500,2439,4.00018692016602,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1708.graphml,0,0,0,1915,2500,585,6.00004196166992,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1709.graphml,0,0,0,1915,2500,585,4.99987602233887,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_171.graphml,0,6,36,1098,25000,23902,14.9998664855957,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1710.graphml,5,20,50,94,2500,2406,41.0001277923584,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1711.graphml,0,0,0,406,2500,2094,27.0001888275146,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1712.graphml,0,0,0,406,2500,2094,35.0000858306885,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1713.graphml,5,30,146,61,2500,2439,25.9997844696045,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1714.graphml,0,4,0,224,2500,2276,23.9999294281006,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1715.graphml,0,4,0,224,2500,2276,24.9998569488525,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1717.graphml,0,0,0,1750,2500,750,12.0000839233398,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1718.graphml,0,0,0,1750,2500,750,10.0002288818359,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1719.graphml,75,250,108,1,2500,2499,52.0002841949463,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1721.graphml,42,44,109,122,2500,2378,338.000059127808, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1726.graphml,0,25,64,196,2500,2304,18.0001258850098,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1727.graphml,0,25,64,196,2500,2304,38.0003452301025,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1728.graphml,0,25,64,196,2500,2304,32.9999923706055,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1729.graphml,0,0,0,1238,3333,2095,1.00016593933105,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1730.graphml,10,10,0,2514,5000,2486,11.9998455047607,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1731.graphml,10,10,0,2514,5000,2486,9.99999046325684,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1732.graphml,110,110,0,23340,25000,1660,5.00011444091797,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1733.graphml,50,105,1,19225,25000,5775,20.9999084472656,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1734.graphml,2,8,288,357,2500,2143,29.0000438690186,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1735.graphml,0,0,0,1070,2500,1430,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1736.graphml,0,0,0,1070,2500,1430,0.999927520751953,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1737.graphml,19,90,144,60,2857,2797,49.9999523162842,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1738.graphml,8,16,64,2739,5000,2261,13.9999389648438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1739.graphml,8,16,64,2739,5000,2261,17.0001983642578,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_174.graphml,26,52,53,20770,25000,4230,155.00020980835,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1740.graphml,4,11,128,1520,5000,3480,14.0001773834229,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1741.graphml,24,56,408,1969,5000,3031,62.000036239624, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1742.graphml,0,3,344,0,5090,5090,51.0001182556152,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1743.graphml,2,8,389,0,5090,5090,99.0002155303955,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1744.graphml,12,30,526,816,5000,4184,140.000104904175, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1745.graphml,4,12,164,0,5090,5090,24.9998569488525,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1746.graphml,3,6,280,816,5000,4184,216.999769210815, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1747.graphml,2,8,389,0,5090,5090,62.000036239624,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1749.graphml,1,16,1,3443,5000,1557,26.0000228881836,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1750.graphml,1,16,1,3443,5000,1557,13.9999389648438,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1751.graphml,1,6,48,22,2777,2755,27.9998779296875,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1753.graphml,0,5,0,471,2500,2029,1.00016593933105,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1754.graphml,0,0,0,851,5000,4149,3.00002098083496,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1755.graphml,0,0,0,851,5000,4149,5.00011444091797,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1756.graphml,38,76,682,35,2500,2465,172.999858856201,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1759.graphml,10,15,96,309,2500,2191,22.0000743865967,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1760.graphml,10,15,96,309,2500,2191,21.0001468658447,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1761.graphml,10,15,96,309,2500,2191,32.0000648498535,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1762.graphml,0,0,0,2056,2500,444,2.99978256225586,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1763.graphml,0,0,0,2056,2500,444,2.00009346008301,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1764.graphml,4096,10240,268,41,5000,4959,1771.00014686584,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1768.graphml,2,2,32,232,10000,9768,84.9995613098145,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1769.graphml,2,2,32,232,10000,9768,85.9999656677246,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_177.graphml,20,20,130,15689,25000,9311,41.9998168945313, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1770.graphml,24,43,12,904,5000,4096,23.0000019073486,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1771.graphml,24,48,50,1495,5000,3505,257.999897003174,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1773.graphml,24,48,50,1495,5000,3505,247.999668121338,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1774.graphml,24,43,12,904,5000,4096,21.9998359680176,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1775.graphml,5,25,18,9,2500,2491,13.0000114440918,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1776.graphml,20,85,47,107,2500,2393,26.9999504089355, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1777.graphml,0,63,153,14,2500,2486,23.9999294281006,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1778.graphml,76,118,300,77,2500,2423,298.999547958374, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1779.graphml,76,118,300,77,2500,2423,325.000047683716, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1781.graphml,0,63,153,14,2500,2486,29.0000438690186,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1782.graphml,512,512,32,3518,5000,1482,7.00020790100098,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1783.graphml,6165,6408,0,586,5000,4414,381.999969482422,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1784.graphml,0,6378,0,1172,5000,3828,87744.9998855591,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1785.graphml,0,6378,0,1172,5000,3828,88850.9998321533,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1786.graphml,24,52,704,539,5000,4461,2953.9999961853,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1787.graphml,24,52,704,539,5000,4461,3050.99987983704,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1788.graphml,123904,168960,257,46,2857,2811,610.999822616577,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1789.graphml,10,51,46,47,2500,2453,30.0002098083496, 
