GraphPath, ThroughputCost, LatencyCost, RegisterCost, Slack, TargetPeriod, ResultingPeriod, ExecutionTime(ms)
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1280.graphml,0,4,2112,-3718,5000,8718,3.029, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1281.graphml,30,131,3129,190,2500,2310,0.2995, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1282.graphml,30,71,2115,398,2500,2102,0.3494, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1283.graphml,0,2,510,161,2500,2339,0.1535, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1284.graphml,0,2,510,161,2500,2339,0.2646, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1285.graphml,65,149,130,578,5000,4422,0.2145, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1286.graphml,1,85,66,-5527,5000,10527,0.3911, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1287.graphml,1,85,66,-5527,5000,10527,0.4407, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1288.graphml,11,23,800,471,5000,4529,0.4996, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1289.graphml,11,23,800,471,5000,4529,0.5041, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_129.graphml,0,0,0,25000,25000,0,0.0363,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1290.graphml,0,58,0,2167,5000,2833,0.0408,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1291.graphml,0,58,0,2167,5000,2833,0.042,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1292.graphml,60,348,325,87,2500,2413,0.0808, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1293.graphml,12,78,590,62,2500,2438,0.1258, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1294.graphml,12,78,590,62,2500,2438,0.1421, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1295.graphml,12,78,590,62,2500,2438,0.1273, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1296.graphml,0,0,0,10000,10000,0,0.0195,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1297.graphml,0,0,0,904,2500,1596,0.021,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1298.graphml,0,0,0,904,2500,1596,0.0219,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1299.graphml,0,0,0,10000,10000,0,0.0171,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_13.graphml,25,90,880,23529,25000,1471,0.1757, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_130.graphml,0,0,0,25000,25000,0,0.0294,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1300.graphml,30,115,474,1235,2500,1265,0.3713, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1301.graphml,0,1,5,1898,2500,602,0.0703, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1302.graphml,0,1,5,1898,2500,602,0.0799, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1303.graphml,75,525,4442,165,2500,2335,1.0906, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1306.graphml,75,136,1311,635,2500,1865,0.2725, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1307.graphml,5,10,1504,1024,2500,1476,0.1727, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1308.graphml,5,10,1504,1024,2500,1476,0.1373, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1309.graphml,32,65,1032,475,2500,2025,0.0603, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_131.graphml,0,0,0,25000,25000,0,0.0357,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1310.graphml,0,4,586,30,2500,2470,0.2469, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1311.graphml,0,4,586,30,2500,2470,0.2589, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1312.graphml,0,12,161,1162,2500,1338,0.0522, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1313.graphml,0,12,161,1162,2500,1338,0.0492, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1314.graphml,15,66,800,282,2500,2218,0.1099, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1315.graphml,0,10,200,282,2500,2218,0.1469, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1319.graphml,18,46,185,339,2500,2161,0.1228, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_132.graphml,0,0,0,25000,25000,0,0.0264,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1320.graphml,27,49,377,917,2500,1583,0.1493, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1324.graphml,18,46,228,339,2500,2161,0.1132, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_133.graphml,0,0,0,25000,25000,0,0.0651,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1330.graphml,18,46,185,339,2500,2161,0.1264, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1332.graphml,0,10,200,282,2500,2218,0.1439, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1333.graphml,0,0,0,714,5000,4286,0.073,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1334.graphml,0,0,0,714,5000,4286,0.0727,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1335.graphml,95,133,521,591,2500,1909,0.1126, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1337.graphml,70,98,100,22845,25000,2155,0.2562, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1338.graphml,16,128,448,3006,5000,1994,0.1589, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1339.graphml,16,128,448,3006,5000,1994,0.1781, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_134.graphml,0,0,0,25000,25000,0,0.0862,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1342.graphml,0,5856,965,1913,5000,3087,0.9088, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1344.graphml,0,5856,965,1913,5000,3087,1.0527, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1345.graphml,32,36,835,1928,5000,3072,0.1285, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1346.graphml,9,10,17,8488,10000,1512,0.0835, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1347.graphml,0,1,72,4245,5000,755,0.0952, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1348.graphml,8,12,74,8669,10000,1331,0.0507, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1349.graphml,8,13,56,8980,10000,1020,0.0345, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_135.graphml,0,0,0,25000,25000,0,0.0183,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1350.graphml,0,2,89,856,2500,1644,0.0688, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1351.graphml,0,2,89,856,2500,1644,0.0648, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1352.graphml,20,50,590,212,2083,1871,0.2704, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1353.graphml,20,50,590,212,2083,1871,0.2169, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1354.graphml,16,29,2063,404,2500,2096,0.1709, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1355.graphml,16,29,2063,404,2500,2096,0.1991, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1356.graphml,300,431,848,667,2500,1833,0.0883, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1357.graphml,0,2,560,546,2500,1954,0.3536, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1358.graphml,0,2,560,546,2500,1954,0.4119, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1359.graphml,0,0,0,1915,2500,585,0.0423,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_136.graphml,0,0,0,25000,25000,0,0.0201,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1360.graphml,0,0,0,1915,2500,585,0.0351,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1361.graphml,10,18,211,916,2500,1584,0.0775, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1362.graphml,10,18,211,916,2500,1584,0.1084, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1363.graphml,297472,1168384,2456,685,5000,4315,1.5415, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_137.graphml,0,0,0,25000,25000,0,0.0666,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1374.graphml,0,2,0,246,5000,4754,0.0898,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1375.graphml,0,2,0,246,5000,4754,0.0543,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1376.graphml,0,39,0,220,5000,4780,0.0826,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1377.graphml,0,39,0,220,5000,4780,0.0669,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1378.graphml,0,1,0,1696,10000,8304,0.0513,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1379.graphml,0,1,0,1696,10000,8304,0.0642,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_138.graphml,0,0,0,25000,25000,0,0.0327,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1380.graphml,220932,272916,1739,2883,5000,2117,0.4786, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1381.graphml,220932,251256,1951,2787,5000,2213,0.24, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1382.graphml,0,6499,296,227,5000,4773,0.1871, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1383.graphml,0,6499,296,227,5000,4773,0.2043, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1384.graphml,160,240,177,543,2857,2314,0.0841, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1385.graphml,2500,5150,111,2900,5000,2100,0.0706, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1386.graphml,0,1,50,3836,5000,1164,0.9271, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1387.graphml,0,1,50,3836,5000,1164,1.0909, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1388.graphml,12,17,464,660,2500,1840,0.1039, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1389.graphml,12,17,688,660,2500,1840,0.1412, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_139.graphml,0,0,0,25000,25000,0,0.0384,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1390.graphml,12,17,464,660,2500,1840,0.1246, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1391.graphml,230,291,3232,56,2500,2444,0.1039, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1392.graphml,0,7,512,921,2500,1579,0.7207, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1393.graphml,0,7,512,921,2500,1579,0.7042, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1394.graphml,0,1,250,1823,2500,677,0.0685, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1395.graphml,0,1,250,1823,2500,677,0.0471, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1396.graphml,10,16,116,1089,2500,1411,0.2009, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1397.graphml,10,16,116,1089,2500,1411,0.2553, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1398.graphml,10,16,116,1089,2500,1411,0.2103, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1399.graphml,30,36,1543,644,2500,1856,0.3584, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_140.graphml,0,0,0,25000,25000,0,0.0366,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1400.graphml,30,36,1543,644,2500,1856,0.3959, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1401.graphml,30,61,1200,394,2500,2106,0.0676, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1402.graphml,0,2,560,1670,2500,830,0.1592, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1403.graphml,0,2,560,1670,2500,830,0.1592, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1404.graphml,0,34,325,1567,3333,1766,0.0823, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1409.graphml,5,6,64,4696,10000,5304,0.1556, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_141.graphml,0,0,0,25000,25000,0,0.06,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1410.graphml,5,6,64,4696,10000,5304,0.0414, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1411.graphml,6,15,438,22801,25000,2199,0.1811, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1412.graphml,3840,5960,518,21599,25000,3401,0.1748, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1413.graphml,20,24,603,357,2500,2143,0.1355, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1414.graphml,0,0,0,1070,2500,1430,0.0501,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1415.graphml,0,0,0,1070,2500,1430,0.0363,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1418.graphml,72,84,120,3115,5000,1885,0.1222, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1419.graphml,72,84,120,3115,5000,1885,0.0826, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_142.graphml,0,0,0,25000,25000,0,0.0453,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1420.graphml,0,3,90,3919,5000,1081,0.0931, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1421.graphml,0,0,0,2500,2500,0,0.0504,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1422.graphml,0,0,0,2500,2500,0,0.0676,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1423.graphml,0,0,0,2500,2500,0,0.0483,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1424.graphml,0,1,66,2108,2500,392,0.039, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1425.graphml,0,1,63,807,2500,1693,0.0537, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1426.graphml,0,2,896,118,2500,2382,0.143, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1427.graphml,0,2,896,118,2500,2382,0.0754, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1428.graphml,20,22,256,496,2500,2004,0.1153, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1429.graphml,20,22,256,496,2500,2004,0.1078, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_143.graphml,0,0,0,25000,25000,0,0.033,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1430.graphml,20,22,256,496,2500,2004,0.1324, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1431.graphml,100,120,788,502,5000,4498,0.1514, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1432.graphml,37,118,786,774,5000,4226,0.1382, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1433.graphml,0,110,1112,774,5000,4226,0.2187, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1434.graphml,10,116,1272,774,5000,4226,0.2454, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1435.graphml,100,118,1274,502,5000,4498,0.2433, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1436.graphml,100,112,1114,502,5000,4498,0.1952, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1437.graphml,65,245,2134,3157,5000,1843,0.2058, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1438.graphml,125,245,1016,3157,5000,1843,0.1105, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1439.graphml,125,245,1016,3157,5000,1843,0.1403, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_144.graphml,0,0,0,25000,25000,0,0.0456,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1441.graphml,245,245,457,3157,5000,1843,0.0916, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1446.graphml,37,118,786,774,5000,4226,0.2118, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1447.graphml,145,384,2630,6317,10000,3683,0.4641, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1448.graphml,16,24,28664,6317,10000,3683,3.084, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_145.graphml,0,0,0,25000,25000,0,0.048,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1451.graphml,30,72,1426,130,2500,2370,0.2917, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1452.graphml,0,3,0,3501,10000,6499,0.0498,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1453.graphml,0,3,0,3501,10000,6499,0.0351,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1454.graphml,0,0,0,4329,5000,671,0.0471,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1455.graphml,0,0,0,4329,5000,671,0.1523,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1456.graphml,0,5,0,1170,3333,2163,0.1054,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1457.graphml,0,5,0,1170,3333,2163,0.0645,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1458.graphml,9506,9506,3771,3060,5000,1940,0.1865, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_146.graphml,0,0,0,25000,25000,0,0.1021,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1461.graphml,0,1,23,0,2680,2680,0.0724,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1462.graphml,0,1,23,0,2680,2680,0.0778,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1463.graphml,40,52,80,3890,5000,1110,0.0691, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1464.graphml,0,18,40,47,2857,2810,0.0733, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1465.graphml,0,3,430,3612,5000,1388,0.0994, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1466.graphml,0,3,430,3612,5000,1388,0.133, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1467.graphml,1,10,338,22,2777,2755,0.0847, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1468.graphml,15,21,2864,916,2500,1584,0.1811, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1469.graphml,0,1,640,1811,2500,689,0.1958, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_147.graphml,0,0,0,25000,25000,0,0.0348,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1470.graphml,0,1,640,1811,2500,689,0.1925, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1471.graphml,15,21,419,1235,2500,1265,0.182, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1472.graphml,0,1,40,1898,2500,602,0.2121, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1473.graphml,0,1,40,1898,2500,602,0.1844, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1474.graphml,15,21,2416,916,2500,1584,0.1634, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1475.graphml,0,1,640,1811,2500,689,0.1712, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1476.graphml,0,1,640,1811,2500,689,0.1799, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1477.graphml,530,1331,20804,93,2500,2407,2.244, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_148.graphml,0,0,0,25000,25000,0,0.0579,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1480.graphml,530,1331,3658,57,2500,2443,1.9495, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1483.graphml,0,1,32,2989,3333,344,0.0558, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1484.graphml,0,1,32,2989,3333,344,0.0898, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_149.graphml,0,0,0,25000,25000,0,0.0928,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1490.graphml,0,0,0,1603,2857,1254,0.0441,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1491.graphml,0,0,0,222,2857,2635,0.0366,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1494.graphml,512,900,912,15994,20000,4006,1.5436, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1497.graphml,0,981,126,183,5000,4817,0.3704, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1498.graphml,45,45,97,3647,5000,1353,0.0823, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_15.graphml,8,43,1061,430,25000,24570,0.1306, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_150.graphml,0,0,0,25000,25000,0,0.0378,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1501.graphml,15,45,451,3647,5000,1353,0.1916, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1503.graphml,0,981,126,183,5000,4817,0.8694, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1504.graphml,0,0,0,23601,25000,1399,0.0892,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1508.graphml,4,5,2632,523,2500,1977,0.0868, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1509.graphml,4,5,2632,523,2500,1977,0.094, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_151.graphml,0,0,0,25000,25000,0,0.042,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1511.graphml,256,384,256,236,2500,2264,0.0829, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1512.graphml,256,384,256,236,2500,2264,0.0751, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1513.graphml,51,60,80,2600,5000,2400,0.0715, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1514.graphml,0,1,0,7484,10000,2516,0.0961,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1515.graphml,0,1,82,2139,2500,361,0.0441, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1516.graphml,0,8,87,856,2500,1644,0.0739, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1517.graphml,0,1,69,1406,2083,677,0.1033, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1518.graphml,0,1,69,1406,2083,677,0.054, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1519.graphml,15,29,1458,440,2500,2060,0.1628, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_152.graphml,0,0,0,25000,25000,0,0.0348,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1520.graphml,15,29,1458,440,2500,2060,0.1691, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1521.graphml,16,21,581,764,2500,1736,0.1045, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1522.graphml,16,21,581,764,2500,1736,0.0901, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1523.graphml,16,21,581,764,2500,1736,0.0907, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1524.graphml,0,2,518,548,2500,1952,0.0615, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1525.graphml,0,2,518,548,2500,1952,0.0594, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1526.graphml,20,41,1639,567,2500,1933,0.1156, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1527.graphml,0,1,800,1915,2500,585,0.1697, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1528.graphml,0,1,800,1915,2500,585,0.2172, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_153.graphml,0,0,0,25000,25000,0,0.0567,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1532.graphml,130,194,1150,1508,5000,3492,1.8705, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1537.graphml,9,13,448,844,2500,1656,0.085, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1538.graphml,104,124,1310,314,2500,2186,0.1955, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1539.graphml,0,5,1088,56,2500,2444,0.1231, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_154.graphml,0,0,0,25000,25000,0,0.0706,*
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1540.graphml,0,5,1088,56,2500,2444,0.127, 
