GraphPath, ThroughputCost, LatencyCost, RegisterCost, Slack, TargetPeriod, ResultingPeriod, ExecutionTime(ms)
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1291.graphml,0,58,0,2167,5000,2833,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1292.graphml,30,276,34,87,2500,2413,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1293.graphml,6,54,128,62,2500,2438,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1294.graphml,6,54,128,62,2500,2438,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1295.graphml,6,54,128,62,2500,2438,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1296.graphml,0,0,0,10000,10000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1297.graphml,0,0,0,904,2500,1596,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1298.graphml,0,0,0,904,2500,1596,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1299.graphml,0,0,0,10000,10000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_13.graphml,5,18,240,22466,25000,2534,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_130.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1300.graphml,10,52,0,281,2500,2219,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1301.graphml,0,0,0,1898,2500,602,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1302.graphml,0,0,0,1898,2500,602,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1303.graphml,25,350,149,99,2500,2401,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1306.graphml,25,60,37,190,2500,2310,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1307.graphml,5,9,0,668,2500,1832,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1308.graphml,5,9,0,668,2500,1832,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1309.graphml,16,48,4,475,2500,2025,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_131.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1310.graphml,0,3,36,92,2500,2408,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1311.graphml,0,3,36,92,2500,2408,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1312.graphml,0,6,0,1162,2500,1338,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1313.graphml,0,6,0,1162,2500,1338,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1314.graphml,5,55,0,160,2500,2340,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1315.graphml,0,9,0,282,2500,2218,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1319.graphml,9,27,26,87,2500,2413,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_132.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1320.graphml,9,28,43,193,2500,2307,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1324.graphml,9,27,40,87,2500,2413,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_133.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1330.graphml,9,27,26,87,2500,2413,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1332.graphml,0,9,0,282,2500,2218,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1333.graphml,0,0,0,714,5000,4286,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1334.graphml,0,0,0,714,5000,4286,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1335.graphml,38,78,185,591,2500,1909,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1337.graphml,70,84,16,21232,25000,3768,0, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1338.graphml,16,128,128,2542,5000,2458,0, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1339.graphml,16,128,128,2542,5000,2458,0, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_134.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1342.graphml,0,5832,0,1538,5000,3462,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1344.graphml,0,5832,0,1538,5000,3462,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1345.graphml,16,28,193,141,5000,4859,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1346.graphml,8,8,0,8488,10000,1512,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1347.graphml,0,0,0,4245,5000,755,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1348.graphml,4,4,32,8360,10000,1640,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1349.graphml,4,8,8,8456,10000,1544,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_135.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1350.graphml,0,0,0,575,2500,1925,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1351.graphml,0,0,0,575,2500,1925,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1352.graphml,20,40,288,180,2083,1903,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1353.graphml,20,40,288,180,2083,1903,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1354.graphml,5,21,169,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1355.graphml,5,21,169,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1356.graphml,100,300,168,139,2500,2361,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1357.graphml,0,1,400,460,2500,2040,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1358.graphml,0,1,400,460,2500,2040,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1359.graphml,0,0,0,1915,2500,585,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_136.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1360.graphml,0,0,0,1915,2500,585,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1361.graphml,5,10,0,551,2500,1949,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1362.graphml,5,10,0,551,2500,1949,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1363.graphml,290304,580608,68,492,5000,4508,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_137.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1374.graphml,0,2,0,246,5000,4754,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1375.graphml,0,2,0,246,5000,4754,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1376.graphml,0,39,0,220,5000,4780,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1377.graphml,0,39,0,220,5000,4780,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1378.graphml,0,1,0,1696,10000,8304,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1379.graphml,0,1,0,1696,10000,8304,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_138.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1380.graphml,103968,123462,96,1494,5000,3506,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1381.graphml,103968,113354,72,508,5000,4492,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1382.graphml,0,3610,176,227,5000,4773,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1383.graphml,0,3610,176,227,5000,4773,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1384.graphml,64,192,32,199,2857,2658,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1385.graphml,1250,3800,1,2439,5000,2561,0, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1386.graphml,0,0,0,3836,5000,1164,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1387.graphml,0,0,0,3836,5000,1164,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1388.graphml,6,9,0,370,2500,2130,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1389.graphml,6,9,0,472,2500,2028,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_139.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1390.graphml,6,9,0,370,2500,2130,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1391.graphml,80,280,544,201,2500,2299,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1392.graphml,0,6,0,921,2500,1579,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1393.graphml,0,6,0,921,2500,1579,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1394.graphml,0,0,0,1823,2500,677,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1395.graphml,0,0,0,1823,2500,677,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1396.graphml,5,5,12,138,2500,2362,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1397.graphml,5,5,12,138,2500,2362,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1398.graphml,5,5,12,138,2500,2362,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1399.graphml,12,17,288,238,2500,2262,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_140.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1400.graphml,12,17,288,238,2500,2262,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1401.graphml,10,40,18,164,2500,2336,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1402.graphml,0,0,0,1135,2500,1365,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1403.graphml,0,0,0,1135,2500,1365,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1404.graphml,0,16,0,1282,3333,2051,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1409.graphml,5,5,32,4633,10000,5367,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_141.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1410.graphml,5,5,32,4633,10000,5367,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1411.graphml,3,6,200,21439,25000,3561,0, 
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1412.graphml,1920,2016,1,19095,25000,5905,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1413.graphml,12,12,128,167,2500,2333,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1414.graphml,0,0,0,1070,2500,1430,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1415.graphml,0,0,0,1070,2500,1430,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1418.graphml,32,32,16,1624,5000,3376,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1419.graphml,32,32,16,1624,5000,3376,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_142.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1420.graphml,0,0,0,2083,5000,2917,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1421.graphml,0,0,0,2500,2500,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1422.graphml,0,0,0,2500,2500,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1423.graphml,0,0,0,2500,2500,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1424.graphml,0,0,0,1745,2500,755,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1425.graphml,0,0,0,471,2500,2029,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1426.graphml,0,2,96,118,2500,2382,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1427.graphml,0,2,96,118,2500,2382,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1428.graphml,10,14,0,309,2500,2191,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1429.graphml,10,14,0,309,2500,2191,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_143.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1430.graphml,10,14,0,309,2500,2191,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1431.graphml,98,107,50,147,5000,4853,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1432.graphml,9,107,64,212,5000,4788,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1433.graphml,0,101,192,4,5000,4996,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1434.graphml,3,105,192,4,5000,4996,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1435.graphml,98,105,178,147,5000,4853,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1436.graphml,98,101,178,147,5000,4853,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1437.graphml,13,49,502,1900,5000,3100,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1438.graphml,25,49,200,1900,5000,3100,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1439.graphml,25,49,200,1900,5000,3100,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_144.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1441.graphml,49,49,49,2229,5000,2771,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1446.graphml,9,107,64,212,5000,4788,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1447.graphml,64,192,385,1715,10000,8285,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1448.graphml,8,16,3456,502,10000,9498,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_145.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1451.graphml,10,35,50,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1452.graphml,0,3,0,3501,10000,6499,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1453.graphml,0,3,0,3501,10000,6499,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1454.graphml,0,0,0,4329,5000,671,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1455.graphml,0,0,0,4329,5000,671,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1456.graphml,0,5,0,1170,3333,2163,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1457.graphml,0,5,0,1170,3333,2163,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1458.graphml,4704,4704,392,1400,5000,3600,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_146.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1461.graphml,0,1,23,0,2680,2680,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1462.graphml,0,1,23,0,2680,2680,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1463.graphml,16,32,16,3390,5000,1610,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1464.graphml,0,16,0,47,2857,2810,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1465.graphml,0,0,0,2911,5000,2089,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1466.graphml,0,0,0,2911,5000,2089,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1467.graphml,1,6,48,22,2777,2755,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1468.graphml,5,15,64,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1469.graphml,0,0,0,1811,2500,689,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_147.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1470.graphml,0,0,0,1811,2500,689,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1471.graphml,5,10,0,281,2500,2219,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1472.graphml,0,0,0,1898,2500,602,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1473.graphml,0,0,0,1898,2500,602,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1474.graphml,5,15,64,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1475.graphml,0,0,0,1811,2500,689,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1476.graphml,0,0,0,1811,2500,689,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1477.graphml,310,1010,982,93,2500,2407,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_148.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1480.graphml,310,1020,455,57,2500,2443,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1483.graphml,0,0,0,2989,3333,344,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1484.graphml,0,0,0,2989,3333,344,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_149.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1490.graphml,0,0,0,1603,2857,1254,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1491.graphml,0,0,0,222,2857,2635,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1494.graphml,256,512,41,11772,20000,8228,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1497.graphml,0,980,117,183,5000,4817,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1498.graphml,9,9,9,2863,5000,2137,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_15.graphml,4,25,196,430,25000,24570,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_150.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1501.graphml,3,9,99,2597,5000,2403,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1503.graphml,0,980,117,183,5000,4817,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1504.graphml,0,0,0,23601,25000,1399,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1508.graphml,2,2,512,113,2500,2387,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1509.graphml,2,2,512,113,2500,2387,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_151.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1511.graphml,64,256,64,167,2500,2333,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1512.graphml,64,256,64,167,2500,2333,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1513.graphml,30,40,0,2484,5000,2516,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1514.graphml,0,1,0,7484,10000,2516,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1515.graphml,0,0,0,1807,2500,693,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1516.graphml,0,5,0,520,2500,1980,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1517.graphml,0,0,0,1406,2083,677,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1518.graphml,0,0,0,1406,2083,677,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1519.graphml,10,22,118,28,2500,2472,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_152.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1520.graphml,10,22,118,28,2500,2472,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1521.graphml,5,10,33,100,2500,2400,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1522.graphml,5,10,33,100,2500,2400,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1523.graphml,5,10,33,100,2500,2400,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1524.graphml,0,0,0,290,2500,2210,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1525.graphml,0,0,0,290,2500,2210,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1526.graphml,10,30,0,567,2500,1933,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1527.graphml,0,0,0,1915,2500,585,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1528.graphml,0,0,0,1915,2500,585,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_153.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1532.graphml,64,128,176,115,5000,4885,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1537.graphml,3,9,32,635,2500,1865,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1538.graphml,72,76,58,262,2500,2238,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1539.graphml,0,3,232,56,2500,2444,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_154.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1540.graphml,0,3,232,56,2500,2444,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1541.graphml,0,17,41,148,2500,2352,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1542.graphml,24,52,64,999,5000,4001,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1543.graphml,24,52,64,999,5000,4001,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1544.graphml,4,32,16,3626,5000,1374,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1545.graphml,30,240,32,104,2500,2396,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1546.graphml,0,42,224,30,2500,2470,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1547.graphml,0,42,224,30,2500,2470,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1548.graphml,0,42,224,30,2500,2470,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_155.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1553.graphml,16,48,101,633,5000,4367,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1555.graphml,32,64,52,1650,5000,3350,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1557.graphml,8,16,67,2410,5000,2590,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1559.graphml,4,16,169,2410,5000,2590,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_156.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1562.graphml,16,16,16,2677,5000,2323,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1564.graphml,0,0,0,829,2500,1671,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1565.graphml,0,0,0,829,2500,1671,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1566.graphml,0,0,0,829,2500,1671,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1567.graphml,3,6,0,315,2500,2185,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1568.graphml,0,0,0,1965,2500,535,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1569.graphml,0,0,0,1965,2500,535,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_157.graphml,0,0,0,25000,25000,0,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1570.graphml,5,10,128,61,2500,2439,0,**
C:\Users\akeller9\workspace\niDelayGraph\DataSets\DelayGraph_1571.graphml,0,0,0,1750,2500,750,0,**
